"","student_id","student_name","student_score","student_range","student_answer"
"321","20190321","¼äÂE¶À",100,"top","BCCDEEDEABCDEEDAACDB"
"322","20190322","ÅÇ¿ÄëÞ",81.25,"front","BCCDDEDEABCAEEDAAADB"
"323","20190323","­õ±l©P",62.5,"mean","ACCBDEDEDCCDEEDACCDB"
"324","20190324","¼©ª@ªl",25,"bottom","BCEDBACECECCEABEAEDC"
"325","20190325","µ¾ªÃ¬Õ",37.5,"rear","CCDDEEDBBBACEEEEABDC"
"326","20190326","³ÍµÏ¤Ñ",81.25,"front","BCCDAEDEAACDEBDAACDB"
"327","20190327","§gÄ¬³Ç",25,"bottom","BCADBEBDCDCBBECACCCD"
"328","20190328","µ¾¨}©y",31.25,"bottom","ABBBAEBEADCCEACAACDC"
"329","20190329","«T¿«¶À",100,"top","BCCDEEDEABCDEEDAACDB"
"330","20190330","³¯©¾ºû",37.5,"rear","ACCBEADDABCCECBEAEAB"
"331","20190331","§»«Û®m",62.5,"mean","BCEDDEDEAECCEEDAAAAB"
"332","20190332","¦¶¤l»¯",93.75,"top","BCCDEEDEABCDEEDAACAB"
"333","20190333","§õ­õºû",75,"mean","BCBEEEDAABDDEEDAACDB"
"334","20190334","­õ·¨©É",100,"top","BCCDEEDEABCDEEDAACDB"
"335","20190335","Â@³¯¥­",37.5,"rear","BCCDECABAACBDADAABBA"
"336","20190336","ªé¦¶²[",93.75,"top","ECCDEEDEABCDEEDAACDB"
"337","20190337","®mµ¾ëù",81.25,"front","BCADEEDAABCDBEDAACDB"
"338","20190338","¾§´¿ºû",18.75,"bottom","BBDCEBACEBDDAEBCABDC"
"339","20190339","¶À­õ³¯",0,"bottom","********************"
"340","20190340","ÅÇ§»«T",75,"mean","BACDEEDEABCDECDBECDB"
"341","20190341","ªLÀA¬Õ",31.25,"bottom","BDCAEEADEBCDDCCDACEA"
"342","20190342","­««a©y",18.75,"bottom","ECDDCDACABEDCCDCDADA"
"343","20190343","©Ó¬xíõ",68.75,"mean","BCCDEEDEAACAEEDCDCDC"
"344","20190344","¸â¨}µ¾",56.25,"rear","ECCDECDBEBEDEEDADCDA"
"345","20190345","®}¤¯µÏ",87.5,"front","ECCDEEDEABCDEEAAACDB"
"346","20190346","«H·¶»T",31.25,"bottom","EACBAEAEACCDECBCECBB"
"347","20190347","ÂE«a«Û",31.25,"bottom","BBDAAEBEDACEEAEAADDB"
"348","20190348","®Ñ¿à³Í",48.75,"rear","CCAD*EDAE**DEEDABC*B"
"349","20190349","¹çªl¬F",50,"rear","BABDEEEECBCDECDCADDC"
"350","20190350","®}¬À¶À",50,"rear","CCCDBBCEAEDEEEDAACEB"
"351","20190351","¨^³°«H",62.5,"mean","BDCDEEDBABCDAEEAAADC"
"352","20190352","Ä¬¬F¯q",62.5,"mean","BCAAEADEABCDBEDCACDC"
"353","20190353","²»Þ±¶À",37.5,"rear","BACDEBADDCCDECEBECDB"
"354","20190354","¾§°¶°·",62.5,"mean","BCDDEAAEABEDEEDAECCB"
"355","20190355","Ðw«a¶À",8.75,"bottom","*AAEE*EE*AAAE*C***CB"
"356","20190356","ªl§õ§Ó",100,"top","BCCDEEDEABCDEEDAACDB"
"357","20190357","ºû½÷³ì",25,"bottom","BDBABDDEDBADCAEAABEB"
"358","20190358","§»§±ëù",43.75,"rear","BACEBEDAABCCEDEABADB"
"359","20190359","¼©Ú{½²",100,"top","BCCDEEDEABCDEEDAACDB"
"360","20190360","«a«Û¯q",43.75,"rear","DCCDEDADABADDBDDAEDB"
"361","20190361","íõÃQ§õ",81.25,"front","BCCDEEDECBCAEEDAECDB"
"362","20190362","§»³¯¾G",31.25,"bottom","BEEDCEBCAEADEECABDDC"
"363","20190363","ÁÂ«a¯q",75,"mean","BCCDDEDEABCDAEDABCAB"
"364","20190364","´¼¶À³Í",17.5,"bottom","BCC*AA*B*DACD*DDDEDB"
"365","20190365","³¯ÁÂ¬Õ",31.25,"bottom","BCCCEEDD**CED*D*B*EC"
"366","20190366","«Û³\ëÞ",93.75,"top","BDCDEEDEABCDEEDAACDB"
"367","20190367","¶ÀÄ¬¾§",93.75,"top","BCADEEDEABCDEEDAACDB"
"368","20190368","´¿Ã¹¤p",0,"bottom","********************"
"369","20190369","®m¯q¨^",37.5,"rear","DEEDDEDEBACDDECAAADD"
"370","20190370","«Û»²®¦",62.5,"mean","CEBDAEDEDBCDEEDAACDC"
"371","20190371","µÎ¦¨®}",93.75,"top","BCCDEEDEABCDEEDAACDA"
"372","20190372","¤åÄ³ºû",81.25,"front","BCCDEEDEAACDECDAACDA"
"373","20190373","À¹¸ê³¯",18.75,"bottom","CCDCEAEAACEBCCEEACDB"
"374","20190374","ªé¥¿Â×",31.25,"bottom","ABEDACDBEBCDEECDECCB"
"375","20190375","¹Ú¤ýøÊ",87.5,"front","BCCDCEDEABCDEEDDACDB"
"376","20190376","¬x¦|§õ",68.75,"mean","BECDEEDEAAEBEEDAAADB"
"377","20190377","©ú¤¯®a",81.25,"front","BCCDEEDCABCDEEDAAAAB"
"378","20190378","¼Ý»¨³¯",100,"top","BCCDEEDEABCDEEDAACDB"
"379","20190379","©y®Ñ­õ",75,"mean","DCCDEEAEABCDEEDAAEDD"
"380","20190380","§Ê«H¸s",43.75,"rear","BCEDDCCCDACDEECAAADB"
"381","20190381","»F¬x¦p",93.75,"top","CCCDEEDEABCDEEDAACDB"
"382","20190382","¸­Ãý§»",22.5,"bottom","BCADBEEBEAABE*AA*CA*"
"383","20190383","¨}¨Ø½±",37.5,"rear","AECDEAECAECDEEAEBCDE"
"384","20190384","»¨¬fÂE",93.75,"top","BCCDEEDEABCDEDDAACDB"
"385","20190385","®m±çëÞ",68.75,"mean","ACBDEEDEAACAEEDAAADB"
"386","20190386","¾§©M¸â",30,"bottom","DD*AEA*EAACDC*DAAB*C"
"387","20190387","ÀA¶§¶²",35,"bottom","BCBDB*D*AA**E*DA***E"
"388","20190388","³°·ç«H",100,"top","BCCDEEDEABCDEEDAACDB"
"389","20190389","«H«a¦w",37.5,"rear","BEEDEEDEBEBCEAAAACCA"
"390","20190390","·¡¨}§õ",75,"mean","BCCDEEDEABBBEBDAACDE"
"391","20190391","´¿¤ÒªL",62.5,"mean","BCCDEDAEDBCAEECAACDE"
"392","20190392","ªL¼ÝªL",75,"mean","BCCDEEDEABDDDEDDABDB"
"393","20190393","¸­§»µü",75,"mean","BCCDBEDEACCDBEDADCDB"
"394","20190394","¦wíõ¤Ò",87.5,"front","BCCDDEDEABCBEEDAACDB"
"395","20190395","¨}§õ°ê",33.75,"bottom","EECDECDEABBEBBAA**DD"
"396","20190396","©ú­PªL",25,"bottom","BDCEDEAECBCDBAEBEEBB"
"397","20190397","»¨ªL¬f",37.5,"rear","ACEAECDDADCADEDACCDE"
"398","20190398","ºû¦¨ÁÂ",43.75,"rear","EBCBEADBABCCEEAEDCDB"
"399","20190399","§õªL¦t",0,"bottom","********************"
"400","20190400","¹Å®¶´_",75,"mean","BDCDEEAEBBCDEEDAACDA"
"401","20190401","¶À¿«§õ",100,"top","BCCDEEDEABCDEEDAACDB"
"402","20190402","ªL§õ´ï",93.75,"top","BCCBEEDEABCDEEDAACDB"
"403","20190403","ÄQ¾ì¤p",87.5,"front","BCCDEBCEABCDEEDAACDB"
"404","20190404","«ÅË¸ªL",12.5,"bottom","DCDEDEDBDADDADCACCAC"
"405","20190405","¾§³¯´¼",100,"top","BCCDEEDEABCDEEDAACDB"
"406","20190406","¬f¦¨·ç",62.5,"mean","BECEEEDAABEDEEAAABDB"
"407","20190407","¤¯«Û§õ",81.25,"front","BCDDEEDEBBCDEEDAADDB"
"408","20190408","³ì­«¬À",68.75,"mean","ACCDCEDDDBCDDEDAACDB"
"409","20190409","«a½÷¾§",87.5,"front","BCCDDEDEABCDAEDAACDB"
"410","20190410","¼F¥°·ì",68.75,"mean","BCCAEEDEABADEEBEADDB"
"411","20190411","§õ³¯«a",25,"bottom","CBBEBACAEBCDBEDBABDB"
"412","20190412","¼©µ¾©ú",0,"bottom","********************"
"413","20190413","»¨³ì©s",75,"mean","CCCDEEDCABCDCEEAACDB"
"414","20190414","ªL§õ®a",62.5,"mean","BECDEEDDCACCEEDEACDB"
"415","20190415","«T¬F¦¨",31.25,"bottom","ECDDBEDEABBEBDCBACAC"
"416","20190416","»öªL¹©",75,"mean","BCCDEEDEABCBAEBAACDD"
"417","20190417","³s½tªL",100,"top","BCCDEEDEABCDEEDAACDB"
"418","20190418","½²®m¤Í",68.75,"mean","BADDEBDEABCDEEDAACED"
"419","20190419","¬Óºû´ï",43.75,"rear","ECCAEEEBEBCCEBDEACDD"
"420","20190420","µ¾½²»¨",56.25,"rear","BDBECEDECDCDEEDAAADB"
"421","20190421","°¶¤åªò",8.75,"bottom","ECE*E*E*EE*A*C*ABC*D"
"422","20190422","íõ¶À»²",100,"top","BCCDEEDEABCDEEDAACDB"
"423","20190423","ÄQ©ý§d",75,"mean","BCCEEEAEAACDEEDAAEDB"
"424","20190424","®aªLÚ]",93.75,"top","BCCDEEDEABADEEDAACDB"
"425","20190425","½t±i¦t",100,"top","BCCDEEDEABCDEEDAACDB"
"426","20190426","¥ò§õ³\",50,"rear","BCCCEEEEDECDEEBEEEDB"
"427","20190427","¿à³ìªY",63.75,"mean","EACDBEDA*BCDEEDAAEDB"
"428","20190428","¶§¹FÁÂ",62.5,"mean","BBCCAECEABCDEEAABCDB"
"429","20190429","¬f´¼ëÞ",81.25,"front","BCCDBEDEABCAEEDAACAB"
"430","20190430","¶À½²ªl",62.5,"mean","ACCDEEAEBBAAEEDAABDB"
"431","20190431","¸â¦¨§ù",100,"top","BCCDEEDEABCDEEDAACDB"
"432","20190432","´¼´¿·ì",31.25,"bottom","BDAADEDDADBBECDAACCC"
"433","20190433","»F¥Ãºa",68.75,"mean","BCBDEEDDADCDEEDAADBB"
"434","20190434","«H®a·¨",81.25,"front","BCCDEEDECBEDEDDAACDB"
"435","20190435","¤¯´I¹©",100,"top","BCCDEEDEABCDEEDAACDB"
"436","20190436","¿«§õ©÷",43.75,"rear","DCEDEECEBBABECBAADDB"
"437","20190437","¦¨ëù·¡",70,"mean","BCBDEEDEE*CDEEDAECCB"
"438","20190438","¥­µ¾¯³",87.5,"front","BCCDEEDEAACDEEDAACDE"
"439","20190439","ªL¹©¤l",37.5,"rear","BDCAEAEDDCCDEEBAAAEB"
"440","20190440","Ðw¬À¨^",87.5,"front","BEEDEEDEABCDEEDAACDB"
"441","20190441","®aªl±ê",81.25,"front","BEDDEEDEABCDEEDAACBB"
"442","20190442","¾ì¿Î©ý",75,"mean","BCCAEEDEBBCBEEDAACCB"
"443","20190443","Â×Þ±¾§",81.25,"front","BCCBEEDEABCDECCAACDB"
"444","20190444","½±®a¹Ú",87.5,"front","BCCDEEDEAABDEEDAACDB"
"445","20190445","®]¬f«a",62.5,"mean","BCCCEEDDABCBDDDAECDB"
"446","20190446","¿§§±¶À",65,"mean","BC**E*DEA***EE*AACDB"
"447","20190447","Ä³¬êÂ×",48.75,"rear","BC*D**D*A**D*EDAAE**"
"448","20190448","¤Ñ«Ûµ¾",43.75,"rear","BCBDBDDECBDBEADAAABB"
"449","20190449","Ä£ÂÅ«T",62.5,"mean","CCCDEEDEBBCDAEBBDCDB"
"450","20190450","¦³©÷®a",62.5,"mean","ACCDEEDEBBCAEBDDACBB"
"451","20190451","´¿­õ¾§",62.5,"mean","BCCDDEDEABDBCBCAACDB"
"452","20190452","«³§õ²M",93.75,"top","BCCDEEDEABCDEEDAACAB"
"453","20190453","¶À³s¤¯",50,"rear","*DCDEEEEAB*B*BDAA**B"
"454","20190454","§±ÁÂ«T",43.75,"rear","CCDDEBCEEACEEEAAACEB"
"455","20190455","¦p¾§æX",31.25,"bottom","ECCBEEBAEBCEEADEADAC"
"456","20190456","¦¶­³¤Ñ",37.5,"rear","BCCAAEEABBCEBECCADDB"
"457","20190457","ªL»T¬F",87.5,"front","BCCDEEDEAACDEEDAACDC"
"458","20190458","ªLªLªL",56.25,"rear","BCADBEBEAECDEEDABCBA"
"459","20190459","©µ®¶¤l",68.75,"mean","BCDCEBDEDBCDAEDAACDB"
"460","20190460","®a§»¯q",56.25,"rear","BDCDEEDBABBADECAACDC"
"461","20190461","¥°Ë¸´¼",93.75,"top","BCBDEEDEABCDEEDAACDB"
"462","20190462","´¼©Ó¬F",68.75,"mean","ACEDEEDEABECBEDAACDB"
"463","20190463","§õ½t´­",47.5,"rear","BCBDEEDDAAE**ED*ADCB"
"464","20190464","«Û¥¿ªô",81.25,"front","BCCDEEAEABCBEEDAACCB"
"465","20190465","±l¸­¬f",75,"mean","DCBDEEDEDECDEEDAACDB"
"466","20190466","·×®aÚ{",90,"front","BCCDEEDEABC*EE*AACDB"
"467","20190467","´ï³¯©u",31.25,"bottom","ECCADBDEACCAEEBBEBAB"
"468","20190468","¦|§»±l",87.5,"front","BCCDEEAEABCDAEDAACDB"
"469","20190469","Ä£´_ÄQ",56.25,"rear","BCCDBDEEABDBEEBADCDB"
"470","20190470","§õíõªô",68.75,"mean","BCCDEEAEABDDCEDAABDE"
"471","20190471","Â×­«§±",37.5,"rear","BCDABEDDDCCDEEAADADC"
"472","20190472","§»ÄQ¦t",37.5,"rear","BDCDECAEBBEDECDADBEC"
"473","20190473","ºûªL¼y",87.5,"front","BACDEEDEABCDEECAACDB"
"474","20190474","¦t¬F´­",25,"bottom","BCCCDACCAAEEEACAABDD"
"475","20190475","´¼¬f¤Í",63.75,"mean","*CEDEEDEABBDDEBAACAB"
"476","20190476","¼©¦t¶À",50,"rear","ACCDEDCEACEABADAACDB"
"477","20190477","«Û«H¦t",43.75,"rear","BCCEEABEABBDADBAECDC"
"478","20190478","­õ´¿³\",75,"mean","ECCDEABEABCDEDDAACDB"
"479","20190479","´ï¤ý»Ê",43.75,"rear","BCCCEECAABADCEDABECE"
"480","20190480","¬FÌÉ³ì",21.25,"bottom","*CBDAA*E**C*C*CA*ECB"
"481","20190481","¬x¦|§Ê",100,"top","BCCDEEDEABCDEEDAACDB"
"482","20190482","¤Ñ¬x·¶",60,"rear","BCCD*EAA*BCDA*DAACDE"
"483","20190483","¦pºaªL",81.25,"front","BCCDEEEEEBCDEEDAACCB"
"484","20190484","¬fªL½t",31.25,"bottom","DCCDEAADAEEBEEAAEEDC"
"485","20190485","¨}³¯ªL",37.5,"rear","BCADEADEACDDDBDCCAAB"
"486","20190486","¨L¬f¶À",100,"top","BCCDEEDEABCDEEDAACDB"
"487","20190487","«H«HÅÇ",31.25,"bottom","BDDDBEBECCBDAECDACDE"
"488","20190488","­õ§õ¸­",75,"mean","CCCDEEAEABCDEEDACCEB"
"489","20190489","¾G³Í§d",37.5,"rear","EACDEEABADCDCADABAEB"
"490","20190490","³¯¨^ªl",31.25,"bottom","BCCEEBABCABABCDAACDC"
"491","20190491","¿Î¤Ò»ô",75,"mean","BCCDEECEEBADEADAACDB"
"492","20190492","³¢·¨´I",6.25,"bottom","DABCAEBBACBAEAEDACBC"
"493","20190493","ÂEªL¤å",31.25,"bottom","CABDEEBEABCDABBDAEAA"
"494","20190494","¦¨­õ½²",68.75,"mean","CDCDEEDCABCDEBDABCDB"
"495","20190495","®¦»¨±l",61.25,"rear","BC*DE**DABEAEEDAACD*"
"496","20190496","®a¼ä¬x",100,"top","BCCDEEDEABCDEEDAACDB"
"497","20190497","øÊëÞ¦t",50,"rear","BAACEEDEABDACEEDACDB"
"498","20190498","©ÉÂÅ¼B",100,"top","BCCDEEDEABCDEEDAACDB"
"499","20190499","ªô¬x¬I",37.5,"rear","BAEDEEBBDBEDEEBEBCDD"
"500","20190500","ÂE¶ÀÅÇ",31.25,"bottom","BDCBECADECCDEEBDBEDB"
"501","20190501","ªô»ô«Û",31.25,"bottom","CCDCEEDAEBEABEDAADAD"
"502","20190502","ªL³°«a",37.5,"rear","BCCBDEAEEACCCEDEABBB"
"503","20190503","®m¦p¬f",87.5,"front","BCCDEEDEABCDECDDACDB"
"504","20190504","³\¬FÀ¹",68.75,"mean","ECADDEDEABCDEEDBABDB"
"505","20190505","³s½²©M",28.75,"bottom","CC*EAEDA*AD*EEDBAEDE"
"506","20190506","¦tªL¼B",0,"bottom","********************"
"507","20190507","§u¨}¥ò",100,"top","BCCDEEDEABCDEEDAACDB"
"508","20190508","©y·_¥­",40,"rear","BC*EEEDCBCEAEE*ABCDA"
"509","20190509","­³Ë¸ºû",75,"mean","BCADEEDEAECDEEDDACDE"
"510","20190510","¸­³\ªL",31.25,"bottom","BBADBDDEABAAEDCADBDC"
"511","20190511","ªL¼Fªl",77.5,"mean","*CCDEEDEABCDAEDBACD*"
"512","20190512","§»ª@»¨",87.5,"front","BCADEEDEABCBEEDAACDB"
"513","20190513","°ªÀd¾§",37.5,"rear","EECCCEDEBCCCBECAACDD"
"514","20190514","°êÁÂ³\",87.5,"front","BCCDEEDDABCDEEDAAADB"
"515","20190515","·¶®]¸s",31.25,"bottom","ECABEDACCDCDCEDAACAC"
"516","20190516","¯q©¾¼F",56.25,"rear","BCCDDADBEBCDEDDAACEC"
"517","20190517","®a¶À·¡",68.75,"mean","BBADCEDEAECDEEDABCDB"
"518","20190518","§»¤l¬x",56.25,"rear","BDCDEDDAAECBEADAADDB"
"519","20190519","´ï­õ°ª",100,"top","BCCDEEDEABCDEEDAACDB"
"520","20190520","ªÃ­§³\",37.5,"rear","AECDABDEEDDDEEDABCCC"
"521","20190521","®¦¬ÕªL",75,"mean","BCCDEEDACBCBEEDABCDB"
"522","20190522","Ã¹§õ®¦",87.5,"front","BECDEEDEABCDEEDACCDB"
"523","20190523","ªL°¶¾§",43.75,"rear","BABEEEDEEBDDBBDCACBB"
"524","20190524","°¶¼F³\",85,"front","B*CDEEDEAB*DEEDAACD*"
"525","20190525","·¡¬I¾G",87.5,"front","BDCDEEDEABCDEEDADCDB"
"526","20190526","¤¸æ¢ªÖ",81.25,"front","BCCCEEDEABCAEEDAACDE"
"527","20190527","¶À¾§©É",25,"bottom","CCCBDACDBEDDEECDDCDB"
"528","20190528","¼B¸ê¥­",68.75,"mean","BCCDADDEEBEDEEAAACDB"
"529","20190529","ÂE¼B©ú",87.5,"front","ECCDEEDEABCDEEDAACDA"
"530","20190530","°ªÚ{´I",81.25,"front","BCCDEEDEABDAEEDBACDB"
"531","20190531","¸s½²±i",37.5,"rear","DCBDEEAEBCDBEECBACDC"
"532","20190532","§g¨Î´­",75,"mean","DCBAEEDEABCDEEDBACDB"
"533","20190533","¤¯¤Í»¨",56.25,"rear","BCCBAEDCCBEDECDAACCB"
"534","20190534","ªô³¯¬R",100,"top","BCCDEEDEABCDEEDAACDB"
"535","20190535","ÄQ¬M¹Ú",37.5,"rear","CCCBEEDEADEDDDDCBCAD"
"536","20190536","Á¾Á¾§d",68.75,"mean","BCBBEEDEAACDEEDADCCB"
"537","20190537","«a¸­Ú]",47.5,"rear","BBCDAEDECECDEE*ED**B"
"538","20190538","²[¨|®a",100,"top","BCCDEEDEABCDEEDAACDB"
"539","20190539","«~´¼¼Ý",100,"top","BCCDEEDEABCDEEDAACDB"
"540","20190540","³¯½±°ê",23.75,"bottom","CCCC*BDE**ADDBBAD*DA"
"541","20190541","ªÃªl¬x",31.25,"bottom","DCCAEBEEADEBCEBADCDD"
"542","20190542","ªé°êÂ²",31.25,"bottom","BAEDBAAAEBCEEADEADDB"
"543","20190543","¾§¯q¶À",37.5,"rear","ACCCAEDDAECDCADAAAEE"
"544","20190544","ªlÄ£¬x",100,"top","BCCDEEDEABCDEEDAACDB"
"545","20190545","©É¼y¸s",31.25,"bottom","CCBDCDAEABDDCEDABEBC"
"546","20190546","¼B½÷«a",37.5,"rear","BCCDEABEEECBAEAAABBD"
"547","20190547","²[³Í´¿",18.75,"bottom","BBCEBDDCCBEAEABCACBC"
"548","20190548","´I®m¬f",77.5,"mean","BCCDEE*EABDEEEDAAC*B"
"549","20190549","¼©½²´_",37.5,"rear","ECCDACEEBEBDBEDAECDD"
"550","20190550","´¼§»«Û",56.25,"rear","BCCBECBEABCDECCAACAD"
"551","20190551","ºaªL¼©",83.75,"front","CCCDEEDEABCDEEDA**DB"
"552","20190552","§õ½²Ú{",43.75,"rear","AECCBDDEABCDEBDBECBB"
"553","20190553","¾Ð´¼ªL",75,"mean","BCCDEEDCABCDEABDACDB"
"554","20190554","¬Ó³¯¥à",62.5,"mean","BCBDEEDEABCAEEDEEBEB"
"555","20190555","½±®a¶À",37.5,"rear","DBCBEDECABADAECAACDE"
"556","20190556","³ÓÐA·¨",56.25,"rear","BCBBEEDEAACDEECDACEE"
"557","20190557","ÁÂ¿«½²",31.25,"bottom","AACDEACBCBCDBEAEABBB"
"558","20190558","§d´¼¯q",77.5,"mean","BCADEEDEABC*EEDAAD*B"
"559","20190559","«Ø°ê¼ä",0,"bottom","********************"
"560","20190560","ªLÚ{°¶",0,"bottom","********************"
"561","20190561","íõ©÷¬À",37.5,"rear","BCCDDDECCBCDEACCAADD"
"562","20190562","¼ïªLÚ]",62.5,"mean","DCCEEADDDBCCEEDAACDB"
"563","20190563","¤å®Ñ¿Ù",37.5,"rear","DADEEDDBABCDDEDABBDC"
"564","20190564","§d¶²ªL",87.5,"front","BCCDEEDCADCDEEDAACDB"
"565","20190565","¥­¬Mëù",87.5,"front","BCCDEEDCABEDEEDAACDB"
"566","20190566","¤ý­õ¼Ý",100,"top","BCCDEEDEABCDEEDAACDB"
"567","20190567","¬êÁÂ«Å",50,"rear","BECBDDDEEBCDEBDBBCDB"
"568","20190568","¾§³¯¬x",62.5,"mean","ACDEEEDEABDDAEDAAEDB"
"569","20190569","«Å«~²M",41.25,"rear","BCB**EDE*B*D*EA*BC**"
"570","20190570","§õÃQ©÷",68.75,"mean","BACDEBBEEBCDEEDAACBB"
"571","20190571","¤ÑÂÅ·ç",75,"mean","BCCDEEDEABCBEECCACEB"
"572","20190572","µ¾¤Í¬x",43.75,"rear","BCEDDDDEDBCCEEEDACEE"
"573","20190573","Þ±§õ¨Î",93.75,"top","BCCDEEDEAACDEEDAACDB"
"574","20190574","»¯¨Î¼y",62.5,"mean","BCCDEEDECCBDAEDAACCC"
"575","20190575","´¼§õÂÅ",68.75,"mean","BCCCEEDDABCDDEDAAEAB"
"576","20190576","³Çªé¸ê",37.5,"rear","BECDEEBABECDEEEEDBDE"
"577","20190577","³\íõ¼B",87.5,"front","ECCDEEDEABCDEEBAACDB"
"578","20190578","ºû§Ó©M",60,"rear","ADCD*EAEABCDEEDAAE**"
"579","20190579","®Ñ¶v¶À",87.5,"front","BCCCCEDEABCDEEDAACDB"
"580","20190580","ªl·¨®m",68.75,"mean","BCCDEEDECEDDEEDCADDB"
"581","20190581","®¦«T³\",37.5,"rear","AACDEECBDBCDCEDBDDDA"
"582","20190582","Â@®}¬x",100,"top","BCCDEEDEABCDEEDAACDB"
"583","20190583","®m¿«¨|",75,"mean","BCCDCEDEABCDDEDCACBB"
"584","20190584","¾Ð«³ëÞ",87.5,"front","BCCDEECEABCDEEBAACDB"
"585","20190585","¦t¦t¦p",62.5,"mean","DCCDAEEEEECDEEDCACDB"
"586","20190586","¹çíõ©ú",63.75,"mean","BDCDE*DAABBDEEDBACDA"
"587","20190587","¿Î¥­¶À",62.5,"mean","BACDBEDEABCDBEDCDCDA"
"588","20190588","ªL°·Ä¬",100,"top","BCCDEEDEABCDEEDAACDB"
"589","20190589","«a¾Ð«í",100,"top","BCCDEEDEABCDEEDAACDB"
"590","20190590","¬MÄ³·ì",41.25,"rear","BCCDE*DCA****A**ACE*"
"591","20190591","¼©ªL®a",75,"mean","BCECEEDEABCEEEDACCDB"
"592","20190592","ÅÇ¥àªL",87.5,"front","BCCDEEDEABBDEEDABCDB"
"593","20190593","³¯»¯¦¨",43.75,"rear","ACCDEAAEABBBEEBCABCB"
"594","20190594","¾ì«í¬x",37.5,"rear","BACDEBBEACCEEAEDADDE"
"595","20190595","·¡¨}»Ê",81.25,"front","BCCCEEDEABCEEEDACCDB"
"596","20190596","¹Å¼FÃQ",75,"mean","BCCEAEDEABCDEEAAACAB"
"597","20190597","·ç¸s±M",41.25,"rear","***D**DCAB*DCB**ACDB"
"598","20190598","ëÞ¾§³Í",70,"mean","**CDEEDEABCDE**AA*D*"
"599","20190599","»¨»¨«H",81.25,"front","BCADEEDEABCDDEDDACDB"
"600","20190600","§õ¹FªÃ",87.5,"front","BCCDEEDAABCCEEDAACDB"
"601","20190601","¤p¾G§õ",68.75,"mean","BBCDECDDABDDEEDAACBB"
"602","20190602","¸s¦¨¤å",31.25,"bottom","CDEDDACEBBCDEEECABDC"
"603","20190603","¨^ªL«³",81.25,"front","BCEDEEDEABCDBEDAACCB"
"604","20190604","¶À·¨¸s",56.25,"rear","DCCDECDAEBCDEDDEACDE"
"605","20190605","¥à²ø¹Å",31.25,"bottom","BAACEEDBCBACAECAAECB"
"606","20190606","«H¿AÞ±",50,"rear","ECEDEEDEBBCEACDAEEDB"
"607","20190607","®a­õ³Ç",56.25,"rear","ADCDAEDEABEDAEDDACEB"
"608","20190608","ÂEµ¾³¯",75,"mean","BCCDABAEABCEEEDAACDB"
"609","20190609","³¯³¯¿«",100,"top","BCCDEEDEABCDEEDAACDB"
"610","20190610","½÷¤å²[",50,"rear","BCCACEBCBBCDEBBAACDD"
"611","20190611","·¨®¶§»",100,"top","BCCDEEDEABCDEEDAACDB"
"612","20190612","§õ¬fªô",18.75,"bottom","BABDBDEEDBCDBCEDECAA"
"613","20190613","®¦¹ÚªY",68.75,"mean","BEBBEEDBAECDEEDAACDB"
"614","20190614","²[ªôªò",62.5,"mean","BBCDBEEECBDDEEDBACDB"
"615","20190615","ªô«Å½t",56.25,"rear","ABBBEDDEABCDEEDAECEB"
"616","20190616","±l¦t®m",62.5,"mean","ACBDEEDBABCDAEDAACAC"
"617","20190617","¦t¬F¹©",37.5,"rear","CCCDBDCDCBCDECDADDDA"
"618","20190618","±l³¯¶À",100,"top","BCCDEEDEABCDEEDAACDB"
"619","20190619","³¯ªô´­",100,"top","BCCDEEDEABCDEEDAACDB"
"620","20190620","§õ¼Ý³¯",50,"rear","BCCDCBADCACDBEDAACDA"
"621","20190621","¦t³¯ªL",60,"rear","BCBDE*DEA*CD*ECCADDB"
"622","20190622","¥°½²´_",62.5,"mean","BDCDCEEBEBCDEBDAACDB"
"623","20190623","ªL¼y¦t",75,"mean","BCCCBEDEABDDECDAACDB"
"624","20190624","¯ÎÀA´_",87.5,"front","BCCEEEDEABCDDEDAACDB"
"625","20190625","«~§ù¬I",100,"top","BCCDEEDEABCDEEDAACDB"
"626","20190626","³¯»²³¢",81.25,"front","BCCDEBDBACCDEEDAACDB"
"627","20190627","»Fµü«Û",62.5,"mean","BCDDEEDCABEAEBDAACDC"
"628","20190628","¿à¼Ý²[",87.5,"front","BCCDEEDECBCDEEBAACDB"
"629","20190629","¬f±i´I",50,"rear","BCCEDDEDAECDEEDCECDB"
"630","20190630","³s¦t¼ï",62.5,"mean","BCEBEEDEAECDEDDBACEB"
"631","20190631","³¯¸s¾§",62.5,"mean","BCCDBDDEAADDEEEADCDB"
"632","20190632","¬f¶À¤å",38.75,"rear","BC*E*EDEA**D*CDEAEA*"
"633","20190633","­õ¦¶®m",43.75,"rear","BCCCEBEEABDAEEACDDDB"
"634","20190634","³Ç¨|©y",100,"top","BCCDEEDEABCDEEDAACDB"
"635","20190635","«T¬À§õ",25,"bottom","BCBEAEDABDCCEECEBAEB"
"636","20190636","«H¬Ó­õ",35,"bottom","B**D*C*E**CDEA*AC*DE"
"637","20190637","ªÃ²ø¬R",37.5,"rear","BCCCDCBCABCEEADDECAB"
"638","20190638","ªL¤p¥¿",75,"mean","ECCDCBDEABCDEEBAACDB"
