"student_id","student_name","student_score","student_range","student_answer"
"20190371","舒成徐",93.75,"top","BCCDEEDEABCDEEDAACDA"
"20190372","文議維",81.25,"front","BCCDEEDEAACDECDAACDA"
"20190373","戴資陳",18.75,"bottom","CCDCEAEAACEBCCEEACDB"
"20190374","芷正豐",31.25,"bottom","ABEDACDBEBCDEECDECCB"
"20190375","夢王鑫",87.5,"front","BCCDCEDEABCDEEDDACDB"
"20190376","洪帆李",68.75,"mean","BECDEEDEAAEBEEDAAADB"
"20190377","明仁家",81.25,"front","BCCDEEDCABCDEEDAAAAB"
"20190378","毅豪陳",100,"top","BCCDEEDEABCDEEDAACDB"
"20190379","宜書哲",75,"mean","DCCDEEAEABCDEEDAAEDD"
"20190380","廷信群",43.75,"rear","BCEDDCCCDACDEECAAADB"
"20190381","肇洪如",93.75,"top","CCCDEEDEABCDEEDAACDB"
"20190382","葉韻宏",22.5,"bottom","BCADBEEBEAABE*AA*CA*"
"20190383","良佩蔣",37.5,"rear","AECDEAECAECDEEAEBCDE"
"20190384","豪柏鴻",93.75,"top","BCCDEEDEABCDEDDAACDB"
"20190385","峻梁錞",68.75,"mean","ACBDEEDEAACAEEDAAADB"
"20190386","儒和詹",30,"bottom","DD*AEA*EAACDC*DAAB*C"
"20190387","錦陽雯",35,"bottom","BCBDB*D*AA**E*DA***E"
"20190388","陸瑞信",100,"top","BCCDEEDEABCDEEDAACDB"
"20190389","信冠安",37.5,"rear","BEEDEEDEBEBCEAAAACCA"
"20190390","楚良李",75,"mean","BCCDEEDEABBBEBDAACDE"
"20190391","曾夫林",62.5,"mean","BCCDEDAEDBCAEECAACDE"
"20190392","林毅林",75,"mean","BCCDEEDEABDDDEDDABDB"
"20190393","葉宏詞",75,"mean","BCCDBEDEACCDBEDADCDB"
"20190394","安薏夫",87.5,"front","BCCDDEDEABCBEEDAACDB"
"20190395","良李國",33.75,"bottom","EECDECDEABBEBBAA**DD"
"20190396","明致林",25,"bottom","BDCEDEAECBCDBAEBEEBB"
"20190397","豪林柏",37.5,"rear","ACEAECDDADCADEDACCDE"
"20190398","維成謝",43.75,"rear","EBCBEADBABCCEEAEDCDB"
"20190399","李林宇",0,"bottom","********************"
"20190400","嘉振復",75,"mean","BDCDEEAEBBCDEEDAACDA"
"20190401","黃翰李",100,"top","BCCDEEDEABCDEEDAACDB"
"20190402","林李湛",93.75,"top","BCCBEEDEABCDEEDAACDB"
"20190403","麒樺小",87.5,"front","BCCDEBCEABCDEEDAACDB"
"20190404","宣佶林",12.5,"bottom","DCDEDEDBDADDADCACCAC"
"20190405","儒陳智",100,"top","BCCDEEDEABCDEEDAACDB"
"20190406","柏成瑞",62.5,"mean","BECEEEDAABEDEEAAABDB"
"20190407","仁彥李",81.25,"front","BCDDEEDEBBCDEEDAADDB"
"20190408","喬重珊",68.75,"mean","ACCDCEDDDBCDDEDAACDB"
"20190409","冠輝儒",87.5,"front","BCCDDEDEABCDAEDAACDB"
"20190410","厲弘瑜",68.75,"mean","BCCAEEDEABADEEBEADDB"
"20190411","李陳冠",25,"bottom","CBBEBACAEBCDBEDBABDB"
"20190412","憬翔明",0,"bottom","********************"
"20190413","豪喬孟",75,"mean","CCCDEEDCABCDCEEAACDB"
"20190414","林李家",62.5,"mean","BECDEEDDCACCEEDEACDB"
"20190415","俊政成",31.25,"bottom","ECDDBEDEABBEBDCBACAC"
"20190416","儀林鼎",75,"mean","BCCDEEDEABCBAEBAACDD"
"20190417","連緣林",100,"top","BCCDEEDEABCDEEDAACDB"
"20190418","蔡峻友",68.75,"mean","BADDEBDEABCDEEDAACED"
"20190419","皇維湛",43.75,"rear","ECCAEEEBEBCCEBDEACDD"
"20190420","翔蔡豪",56.25,"rear","BDBECEDECDCDEEDAAADB"
"20190421","偉文邵",8.75,"bottom","ECE*E*E*EE*A*C*ABC*D"
"20190422","薏黃輔",100,"top","BCCDEEDEABCDEEDAACDB"
"20190423","麒昕吳",75,"mean","BCCEEEAEAACDEEDAAEDB"
"20190424","家林焱",93.75,"top","BCCDEEDEABADEEDAACDB"
"20190425","緣張宇",100,"top","BCCDEEDEABCDEEDAACDB"
"20190426","仲李許",50,"rear","BCCCEEEEDECDEEBEEEDB"
"20190427","賴喬欣",63.75,"mean","EACDBEDA*BCDEEDAAEDB"
"20190428","陽達謝",62.5,"mean","BBCCAECEABCDEEAABCDB"
"20190429","柏智錞",81.25,"front","BCCDBEDEABCAEEDAACAB"
"20190430","黃蔡泓",62.5,"mean","ACCDEEAEBBAAEEDAABDB"
"20190431","詹成杜",100,"top","BCCDEEDEABCDEEDAACDB"
"20190432","智曾瑜",31.25,"bottom","BDAADEDDADBBECDAACCC"
"20190433","肇永榮",68.75,"mean","BCBDEEDDADCDEEDAADBB"
"20190434","信家楊",81.25,"front","BCCDEEDECBEDEDDAACDB"
"20190435","仁富鼎",100,"top","BCCDEEDEABCDEEDAACDB"
"20190436","翰李昌",43.75,"rear","DCEDEECEBBABECBAADDB"
"20190437","成錩楚",70,"mean","BCBDEEDEE*CDEEDAECCB"
"20190438","平翔秦",87.5,"front","BCCDEEDEAACDEEDAACDE"
"20190439","林鼎子",37.5,"rear","BDCAEAEDDCCDEEBAAAEB"
"20190440","苡珊沂",87.5,"front","BEEDEEDEABCDEEDAACDB"
"20190441","家泓梓",81.25,"front","BEDDEEDEABCDEEDAACBB"
"20190442","樺諺昕",75,"mean","BCCAEEDEBBCBEEDAACCB"
"20190443","豐瑄儒",81.25,"front","BCCBEEDEABCDECCAACDB"
"20190444","蔣家夢",87.5,"front","BCCDEEDEAABDEEDAACDB"
"20190445","孫柏冠",62.5,"mean","BCCCEEDDABCBDDDAECDB"
"20190446","縉妤黃",65,"mean","BC**E*DEA***EE*AACDB"
"20190447","議禹豐",48.75,"rear","BC*D**D*A**D*EDAAE**"
"20190448","天彥翔",43.75,"rear","BCBDBDDECBDBEADAAABB"
"20190449","耀藍俊",62.5,"mean","CCCDEEDEBBCDAEBBDCDB"
"20190450","有昌家",62.5,"mean","ACCDEEDEBBCAEBDDACBB"
"20190451","曾哲儒",62.5,"mean","BCCDDEDEABDBCBCAACDB"
"20190452","奕李清",93.75,"top","BCCDEEDEABCDEEDAACAB"
"20190453","黃連仁",50,"rear","*DCDEEEEAB*B*BDAA**B"
"20190454","妤謝俊",43.75,"rear","CCDDEBCEEACEEEAAACEB"
"20190455","如儒澐",31.25,"bottom","ECCBEEBAEBCEEADEADAC"
"20190456","朱韋天",37.5,"rear","BCCAAEEABBCEBECCADDB"
"20190457","林蓉政",87.5,"front","BCCDEEDEAACDEEDAACDC"
"20190458","林林林",56.25,"rear","BCADBEBEAECDEEDABCBA"
"20190459","延振子",68.75,"mean","BCDCEBDEDBCDAEDAACDB"
"20190460","家宏益",56.25,"rear","BDCDEEDBABBADECAACDC"
"20190461","弘佶智",93.75,"top","BCBDEEDEABCDEEDAACDB"
"20190462","智承政",68.75,"mean","ACEDEEDEABECBEDAACDB"
"20190463","李緣揚",47.5,"rear","BCBDEEDDAAE**ED*ADCB"
"20190464","彥正邱",81.25,"front","BCCDEEAEABCBEEDAACCB"
"20190465","彬葉柏",75,"mean","DCBDEEDEDECDEEDAACDB"
"20190466","煌家琬",90,"front","BCCDEEDEABC*EE*AACDB"
"20190467","湛陳季",31.25,"bottom","ECCADBDEACCAEEBBEBAB"
"20190468","帆宏彬",87.5,"front","BCCDEEAEABCDAEDAACDB"
"20190469","耀復麒",56.25,"rear","BCCDBDEEABDBEEBADCDB"
"20190470","李薏邱",68.75,"mean","BCCDEEAEABDDCEDAABDE"
"20190471","豐重妤",37.5,"rear","BCDABEDDDCCDEEAADADC"
"20190472","宏麒宇",37.5,"rear","BDCDECAEBBEDECDADBEC"
"20190473","維林慶",87.5,"front","BACDEEDEABCDEECAACDB"
"20190474","宇政揚",25,"bottom","BCCCDACCAAEEEACAABDD"
"20190475","智柏友",63.75,"mean","*CEDEEDEABBDDEBAACAB"
"20190476","憬宇黃",50,"rear","ACCDEDCEACEABADAACDB"
"20190477","彥信宇",43.75,"rear","BCCEEABEABBDADBAECDC"
"20190478","哲曾許",75,"mean","ECCDEABEABCDEDDAACDB"
"20190479","湛王銘",43.75,"rear","BCCCEECAABADCEDABECE"
"20190480","政旻喬",21.25,"bottom","*CBDAA*E**C*C*CA*ECB"
"20190481","洪帆廷",100,"top","BCCDEEDEABCDEEDAACDB"
"20190482","天洪毓",60,"rear","BCCD*EAA*BCDA*DAACDE"
"20190483","如榮林",81.25,"front","BCCDEEEEEBCDEEDAACCB"
"20190484","柏林緣",31.25,"bottom","DCCDEAADAEEBEEAAEEDC"
"20190485","良陳林",37.5,"rear","BCADEADEACDDDBDCCAAB"
"20190486","汪柏黃",100,"top","BCCDEEDEABCDEEDAACDB"
"20190487","信信龔",31.25,"bottom","BDDDBEBECCBDAECDACDE"
"20190488","哲李葉",75,"mean","CCCDEEAEABCDEEDACCEB"
"20190489","鄭凱吳",37.5,"rear","EACDEEABADCDCADABAEB"
"20190490","陳沂泓",31.25,"bottom","BCCEEBABCABABCDAACDC"
"20190491","諺夫齊",75,"mean","BCCDEECEEBADEADAACDB"
"20190492","郭楊富",6.25,"bottom","DABCAEBBACBAEAEDACBC"
"20190493","鴻林文",31.25,"bottom","CABDEEBEABCDABBDAEAA"
"20190494","成哲蔡",68.75,"mean","CDCDEEDCABCDEBDABCDB"
"20190495","恩豪彬",61.25,"rear","BC*DE**DABEAEEDAACD*"
"20190496","家潔洪",100,"top","BCCDEEDEABCDEEDAACDB"
"20190497","鑫錞宇",50,"rear","BAACEEDEABDACEEDACDB"
"20190498","怡藍劉",100,"top","BCCDEEDEABCDEEDAACDB"
"20190499","邱洪施",37.5,"rear","BAEDEEBBDBEDEEBEBCDD"
"20190500","鴻黃龔",31.25,"bottom","BDCBECADECCDEEBDBEDB"
"20190501","邱齊彥",31.25,"bottom","CCDCEEDAEBEABEDAADAD"
"20190502","林陸冠",37.5,"rear","BCCBDEAEEACCCEDEABBB"
"20190503","峻如柏",87.5,"front","BCCDEEDEABCDECDDACDB"
"20190504","許政戴",68.75,"mean","ECADDEDEABCDEEDBABDB"
"20190505","連蔡和",28.75,"bottom","CC*EAEDA*AD*EEDBAEDE"
"20190506","宇林劉",0,"bottom","********************"
"20190507","吟良仲",100,"top","BCCDEEDEABCDEEDAACDB"
"20190508","宜愷平",40,"rear","BC*EEEDCBCEAEE*ABCDA"
"20190509","韋佶維",75,"mean","BCADEEDEAECDEEDDACDE"
"20190510","葉許林",31.25,"bottom","BBADBDDEABAAEDCADBDC"
"20190511","林厲泓",77.5,"mean","*CCDEEDEABCDAEDBACD*"
"20190512","宏昇豪",87.5,"front","BCADEEDEABCBEEDAACDB"
"20190513","高駱儒",37.5,"rear","EECCCEDEBCCCBECAACDD"
"20190514","國謝許",87.5,"front","BCCDEEDDABCDEEDAAADB"
"20190515","毓孫群",31.25,"bottom","ECABEDACCDCDCEDAACAC"
"20190516","益忠厲",56.25,"rear","BCCDDADBEBCDEDDAACEC"
"20190517","家黃楚",68.75,"mean","BBADCEDEAECDEEDABCDB"
"20190518","宏子洪",56.25,"rear","BDCDEDDAAECBEADAADDB"
"20190519","湛哲高",100,"top","BCCDEEDEABCDEEDAACDB"
"20190520","秉郁許",37.5,"rear","AECDABDEEDDDEEDABCCC"
"20190521","恩盈林",75,"mean","BCCDEEDACBCBEEDABCDB"
"20190522","羅李恩",87.5,"front","BECDEEDEABCDEEDACCDB"
"20190523","林偉儒",43.75,"rear","BABEEEDEEBDDBBDCACBB"
"20190524","偉厲許",85,"front","B*CDEEDEAB*DEEDAACD*"
"20190525","楚施鄭",87.5,"front","BDCDEEDEABCDEEDADCDB"
"20190526","元璇肯",81.25,"front","BCCCEEDEABCAEEDAACDE"
"20190527","黃儒怡",25,"bottom","CCCBDACDBEDDEECDDCDB"
"20190528","劉資平",68.75,"mean","BCCDADDEEBEDEEAAACDB"
"20190529","鴻劉明",87.5,"front","ECCDEEDEABCDEEDAACDA"
"20190530","高琬富",81.25,"front","BCCDEEDEABDAEEDBACDB"
"20190531","群蔡張",37.5,"rear","DCBDEEAEBCDBEECBACDC"
"20190532","君佳揚",75,"mean","DCBAEEDEABCDEEDBACDB"
"20190533","仁友豪",56.25,"rear","BCCBAEDCCBEDECDAACCB"
"20190534","邱陳昱",100,"top","BCCDEEDEABCDEEDAACDB"
"20190535","麒映夢",37.5,"rear","CCCBEEDEADEDDDDCBCAD"
"20190536","謙謙吳",68.75,"mean","BCBBEEDEAACDEEDADCCB"
"20190537","冠葉焱",47.5,"rear","BBCDAEDECECDEE*ED**B"
"20190538","涵育家",100,"top","BCCDEEDEABCDEEDAACDB"
"20190539","品智毅",100,"top","BCCDEEDEABCDEEDAACDB"
"20190540","陳蔣國",23.75,"bottom","CCCC*BDE**ADDBBAD*DA"
"20190541","秉泓洪",31.25,"bottom","DCCAEBEEADEBCEBADCDD"
"20190542","芷國簡",31.25,"bottom","BAEDBAAAEBCEEADEADDB"
"20190543","儒益黃",37.5,"rear","ACCCAEDDAECDCADAAAEE"
"20190544","泓耀洪",100,"top","BCCDEEDEABCDEEDAACDB"
"20190545","怡慶群",31.25,"bottom","CCBDCDAEABDDCEDABEBC"
"20190546","劉輝冠",37.5,"rear","BCCDEABEEECBAEAAABBD"
"20190547","涵凱曾",18.75,"bottom","BBCEBDDCCBEAEABCACBC"
"20190548","富峻柏",77.5,"mean","BCCDEE*EABDEEEDAAC*B"
"20190549","憬蔡復",37.5,"rear","ECCDACEEBEBDBEDAECDD"
"20190550","智宏彥",56.25,"rear","BCCBECBEABCDECCAACAD"
"20190551","榮林憬",83.75,"front","CCCDEEDEABCDEEDA**DB"
"20190552","李蔡琬",43.75,"rear","AECCBDDEABCDEBDBECBB"
"20190553","憶智林",75,"mean","BCCDEEDCABCDEABDACDB"
"20190554","皇陳丞",62.5,"mean","BCBDEEDEABCAEEDEEBEB"
"20190555","蔣家黃",37.5,"rear","DBCBEDECABADAECAACDE"
"20190556","勝竑楊",56.25,"rear","BCBBEEDEAACDEECDACEE"
"20190557","謝翰蔡",31.25,"bottom","AACDEACBCBCDBEAEABBB"
"20190558","吳智益",77.5,"mean","BCADEEDEABC*EEDAAD*B"
"20190559","建國潔",0,"bottom","********************"
"20190560","林琬偉",0,"bottom","********************"
"20190561","薏昌珊",37.5,"rear","BCCDDDECCBCDEACCAADD"
"20190562","潘林焱",62.5,"mean","DCCEEADDDBCCEEDAACDB"
"20190563","文書諭",37.5,"rear","DADEEDDBABCDDEDABBDC"
"20190564","吳雯林",87.5,"front","BCCDEEDCADCDEEDAACDB"
"20190565","平映錩",87.5,"front","BCCDEEDCABEDEEDAACDB"
"20190566","王哲毅",100,"top","BCCDEEDEABCDEEDAACDB"
"20190567","禹謝宣",50,"rear","BECBDDDEEBCDEBDBBCDB"
"20190568","儒陳洪",62.5,"mean","ACDEEEDEABDDAEDAAEDB"
"20190569","宣品清",41.25,"rear","BCB**EDE*B*D*EA*BC**"
"20190570","李魏昌",68.75,"mean","BACDEBBEEBCDEEDAACBB"
"20190571","天藍瑞",75,"mean","BCCDEEDEABCBEECCACEB"
"20190572","翔友洪",43.75,"rear","BCEDDDDEDBCCEEEDACEE"
"20190573","瑄李佳",93.75,"top","BCCDEEDEAACDEEDAACDB"
"20190574","趙佳慶",62.5,"mean","BCCDEEDECCBDAEDAACCC"
"20190575","智李藍",68.75,"mean","BCCCEEDDABCDDEDAAEAB"
"20190576","傑芷資",37.5,"rear","BECDEEBABECDEEEEDBDE"
"20190577","許薏劉",87.5,"front","ECCDEEDEABCDEEBAACDB"
"20190578","維志和",60,"rear","ADCD*EAEABCDEEDAAE**"
"20190579","書鈞黃",87.5,"front","BCCCCEDEABCDEEDAACDB"
"20190580","泓楊峻",68.75,"mean","BCCDEEDECEDDEEDCADDB"
"20190581","恩俊許",37.5,"rear","AACDEECBDBCDCEDBDDDA"
"20190582","駿徐洪",100,"top","BCCDEEDEABCDEEDAACDB"
"20190583","峻翰育",75,"mean","BCCDCEDEABCDDEDCACBB"
"20190584","憶奕錞",87.5,"front","BCCDEECEABCDEEBAACDB"
"20190585","宇宇如",62.5,"mean","DCCDAEEEEECDEEDCACDB"
"20190586","寧薏明",63.75,"mean","BDCDE*DAABBDEEDBACDA"
"20190587","諺平黃",62.5,"mean","BACDBEDEABCDBEDCDCDA"
"20190588","林健蘇",100,"top","BCCDEEDEABCDEEDAACDB"
"20190589","冠憶恆",100,"top","BCCDEEDEABCDEEDAACDB"
"20190590","映議瑜",41.25,"rear","BCCDE*DCA****A**ACE*"
"20190591","憬林家",75,"mean","BCECEEDEABCEEEDACCDB"
"20190592","龔丞林",87.5,"front","BCCDEEDEABBDEEDABCDB"
"20190593","陳趙成",43.75,"rear","ACCDEAAEABBBEEBCABCB"
"20190594","樺恆洪",37.5,"rear","BACDEBBEACCEEAEDADDE"
"20190595","楚良銘",81.25,"front","BCCCEEDEABCEEEDACCDB"
"20190596","嘉厲魏",75,"mean","BCCEAEDEABCDEEAAACAB"
"20190597","瑞群專",41.25,"rear","***D**DCAB*DCB**ACDB"
"20190598","錞儒凱",70,"mean","**CDEEDEABCDE**AA*D*"
"20190599","豪豪信",81.25,"front","BCADEEDEABCDDEDDACDB"
"20190600","李達秉",87.5,"front","BCCDEEDAABCCEEDAACDB"
"20190601","小鄭李",68.75,"mean","BBCDECDDABDDEEDAACBB"
"20190602","群成文",31.25,"bottom","CDEDDACEBBCDEEECABDC"
"20190603","沂林奕",81.25,"front","BCEDEEDEABCDBEDAACCB"
"20190604","黃楊群",56.25,"rear","DCCDECDAEBCDEDDEACDE"
"20190605","丞莊嘉",31.25,"bottom","BAACEEDBCBACAECAAECB"
"20190606","信澤瑄",50,"rear","ECEDEEDEBBCEACDAEEDB"
"20190607","家哲傑",56.25,"rear","ADCDAEDEABEDAEDDACEB"
"20190608","鴻翔陳",75,"mean","BCCDABAEABCEEEDAACDB"
"20190609","陳陳翰",100,"top","BCCDEEDEABCDEEDAACDB"
"20190610","輝文涵",50,"rear","BCCACEBCBBCDEBBAACDD"
"20190611","楊振宏",100,"top","BCCDEEDEABCDEEDAACDB"
"20190612","李柏邱",18.75,"bottom","BABDBDEEDBCDBCEDECAA"
"20190613","恩夢欣",68.75,"mean","BEBBEEDBAECDEEDAACDB"
"20190614","涵邱邵",62.5,"mean","BBCDBEEECBDDEEDBACDB"
"20190615","邱宣緣",56.25,"rear","ABBBEDDEABCDEEDAECEB"
"20190616","彬宇峻",62.5,"mean","ACBDEEDBABCDAEDAACAC"
"20190617","宇政鼎",37.5,"rear","CCCDBDCDCBCDECDADDDA"
"20190618","彬陳黃",100,"top","BCCDEEDEABCDEEDAACDB"
"20190619","陳邱揚",100,"top","BCCDEEDEABCDEEDAACDB"
"20190620","李毅陳",50,"rear","BCCDCBADCACDBEDAACDA"
"20190621","宇陳林",60,"rear","BCBDE*DEA*CD*ECCADDB"
"20190622","弘蔡復",62.5,"mean","BDCDCEEBEBCDEBDAACDB"
"20190623","林慶宇",75,"mean","BCCCBEDEABDDECDAACDB"
"20190624","翁錦復",87.5,"front","BCCEEEDEABCDDEDAACDB"
"20190625","品杜施",100,"top","BCCDEEDEABCDEEDAACDB"
"20190626","陳輔郭",81.25,"front","BCCDEBDBACCDEEDAACDB"
"20190627","肇詞彥",62.5,"mean","BCDDEEDCABEAEBDAACDC"
"20190628","賴毅涵",87.5,"front","BCCDEEDECBCDEEBAACDB"
"20190629","柏張富",50,"rear","BCCEDDEDAECDEEDCECDB"
"20190630","連宇潘",62.5,"mean","BCEBEEDEAECDEDDBACEB"
"20190631","陳群儒",62.5,"mean","BCCDBDDEAADDEEEADCDB"
"20190632","柏黃文",38.75,"rear","BC*E*EDEA**D*CDEAEA*"
"20190633","哲朱峻",43.75,"rear","BCCCEBEEABDAEEACDDDB"
"20190634","傑育宜",100,"top","BCCDEEDEABCDEEDAACDB"
"20190635","俊珊李",25,"bottom","BCBEAEDABDCCEECEBAEB"
"20190636","信皇哲",35,"bottom","B**D*C*E**CDEA*AC*DE"
"20190637","秉莊昱",37.5,"rear","BCCCDCBCABCEEADDECAB"
"20190638","林小正",75,"mean","ECCDCBDEABCDEEBAACDB"
"20190639","傑陳潘",68.75,"mean","BCCDECBEDBCDEDDAACDA"
"20190640","柏議蔡",75,"mean","BCCBEEDAACCDEEDDACDB"
"20190641","黃楊樺",12.5,"bottom","DCD*CE*C*ACDCDDD**AD"
"20190642","林藍夢",87.5,"front","BCCDEEDEABCDEEDABCEB"
"20190643","藍佳政",51.25,"rear","DCC**CDE*BCDEA***CDB"
"20190644","宇李耀",62.5,"mean","BCCDEEBEEECEEEBAACDD"
"20190645","林豪延",82.5,"front","BCCDEEDEAECEEEDAA*DB"
"20190646","愷肯潔",43.75,"rear","CBEBAEDEDBCDEEDBCCAB"
"20190647","小瑞豐",50,"rear","ECEDECCEADCDEEDEBBDB"
"20190648","哲夫廖",100,"top","BCCDEEDEABCDEEDAACDB"
"20190649","蔡洪慶",37.5,"rear","AEDDEAAECBCDEDDEAAAB"
"20190650","建莊宣",87.5,"front","BCCDEEAEABCDEEDAADDB"
"20190651","彥宏邱",56.25,"rear","BCCCAEDEABCDCBADAADB"
"20190652","復賴周",25,"bottom","BCCBCBAAEAECCADAAEDB"
"20190653","議駱雯",81.25,"front","BCCDEEDBAECDEEDCACDB"
"20190654","林杜鈞",43.75,"rear","ACECEBDEABCAEEDBCBCB"
"20190655","潔許魏",25,"bottom","BBCDEEECCAEEBDDCBEDB"
"20190656","許豪蔡",68.75,"mean","BCCDEEAEABCBEEADAEDB"
"20190657","肇吳黃",31.25,"bottom","ECCBDEEEAAEDDDABCCDB"
"20190658","簡肇麒",68.75,"mean","BCCDCECEABBDEEEDACDB"
"20190659","陳平李",62.5,"mean","ACCDEEDAACBDBEDAAADB"
"20190660","偉林陳",100,"top","BCCDEEDEABCDEEDAACDB"
"20190661","陳則王",50,"rear","BDADEEDEACDDBEDADADE"
"20190662","昕韋孟",68.75,"mean","BCCEEEDEADCDEDDABBDB"
"20190663","益陳錦",68.75,"mean","BCDDEEBDCBCDEEDAACDD"
"20190664","林夫品",68.75,"mean","ECCDEBDEAACDEEDCACDD"
"20190665","韋宇陳",43.75,"rear","BBCDEADBADDEEEDDBDDB"
"20190666","祥小政",93.75,"top","BCEDEEDEABCDEEDAACDB"
"20190667","韋哲章",68.75,"mean","BCCDEEDEABBEEADDAEDB"
"20190668","豐宗哲",0,"bottom","********************"
"20190669","輔家緣",100,"top","BCCDEEDEABCDEEDAACDB"
"20190670","鈞耀縉",100,"top","BCCDEEDEABCDEEDAACDB"
"20190671","許丞柏",37.5,"rear","DCDDABDEEACDEADEBCDD"
"20190672","陳曾恆",25,"bottom","CADDEACDEBADEEAAEBDC"
"20190673","謝蓉劉",25,"bottom","DCDDEACBBBCEDEBBDBDB"
"20190674","蔡蔡榮",37.5,"rear","BCBDBADBABCEAADDEBDB"
"20190675","涵蔣宏",100,"top","BCCDEEDEABCDEEDAACDB"
"20190676","吳林黃",43.75,"rear","BCDDBEDECBCBAEAAEDEB"
"20190677","璇振柏",25,"bottom","EBECDEDDDDCAEBDEBCDB"
"20190678","翰智凱",25,"bottom","BCACEEAACACBECDCEEEB"
"20190679","信杜徐",93.75,"top","BCCDECDEABCDEEDAACDB"
"20190680","鈞詞肯",56.25,"rear","BCCCECDECBCDCCDDDCDB"
"20190681","盈林詹",37.5,"rear","BCADAAAECDDDDEDACCCB"
"20190682","鼎林皇",75,"mean","CCCDEEDBABBDEEDAACAB"
"20190683","昱李盈",100,"top","BCCDEEDEABCDEEDAACDB"
"20190684","陳重則",81.25,"front","ACCDEEDEABCCEEDAACEB"
"20190685","雯則蔣",0,"bottom","AEEEEEABBCCCCDBEEADD"
"20190686","陳友帆",18.75,"bottom","BEBABBAECCADDCAAACDC"
"20190687","洪林洪",50,"rear","BBCCBEBEEBEDBEDAADDB"
"20190688","輔良樺",62.5,"mean","EECBEEDECBCDEEEAABDB"
"20190689","哲冠豪",81.25,"front","BCCBEEDEADCDEEAAACDB"
"20190690","沂盈儒",87.5,"front","BCCDEEBEACCDEEDAACDB"
"20190691","友偉慶",56.25,"rear","ECADCDDEADBDEEDABCDB"
"20190692","弘李奕",43.75,"rear","BCCBEEBEABACCCCAACCA"
"20190693","峻高廷",27.5,"bottom","EBDDBEC*ABEDC*DABCAA"
"20190694","林邱儒",50,"rear","BDEDEEAAADCAEEDBABDB"
"20190695","輝恩如",43.75,"rear","BECCEEDEADACDCDDAEDB"
"20190696","宏盈成",25,"bottom","BBABEADEDBCBDADEAECD"
"20190697","郭邵彥",0,"bottom","********************"
"20190698","育融黃",25,"bottom","AECBBADDBCCDAADABCBB"
"20190699","林李陳",68.75,"mean","BCCD*E*EABC*EA*AA*DB"
"20190700","鴻弘黃",75,"mean","BCCDCEDEBBADEEDAACDE"
"20190701","哲曾蔣",75,"mean","BCCDBEDDBBEDEEDAACDB"
"20190702","託潔冠",37.5,"rear","BDEDEBDEABBAEBDCECBA"
"20190703","陳緣竑",81.25,"front","BCBDEEDEDBCDEEDAACEB"
"20190704","儒則李",80,"mean","*CCDEE*EABCD*EDAACD*"
"20190705","澐蔡小",80,"mean","BCCDEEDE**CDE*DA*CDB"
"20190706","諺施瑞",87.5,"front","BECDEEDEABCDDEDAACDB"
"20190707","振詹慈",31.25,"bottom","CABCCEDEECCDEEDACABA"
"20190708","郭宣詹",81.25,"front","BCCDEEEEADCDEEDAACDD"
"20190709","銘耀澐",56.25,"rear","BCCDCEDEABADEAAABDEB"
"20190710","杜哲林",62.5,"mean","BCAADEDEABCDBECAACAB"
"20190711","廷韻林",43.75,"rear","BCCEEBCEADCDDCDACBDE"
"20190712","洪吳夢",31.25,"bottom","ACCDEEDDEDAAEDDACDCA"
"20190713","仲林洪",37.5,"rear","BCDDCEEBDBBDEEBBEEDB"
"20190714","文鴻清",75,"mean","BCCDEBDEAACDEEDCACBB"
"20190715","林重澐",43.75,"rear","BDCBEEDEBBBECEAEACDA"
"20190716","智孟薏",43.75,"rear","CCBAEEDEBBECEEDBAADA"
"20190717","毅智瑄",81.25,"front","BBCDEADEABCDEECAACDB"
"20190718","煌彥駱",87.5,"front","BCBDEEDEABCDEDDAACDB"
"20190719","永延智",42.5,"rear","B*CCBADABB*DE*DACC*B"
"20190720","泓儒蔡",45,"rear","BC*A*EDE*BD*E*BA*CDA"
"20190721","夫駱偉",93.75,"top","BCCDECDEABCDEEDAACDB"
"20190722","鴻楊黃",21.25,"bottom","CCCBEEDDBBC*BDB*EAEA"
"20190723","陳文昇",87.5,"front","BCCDEEDEABDDEEDAACAB"
"20190724","建涵李",50,"rear","BCCBEEBEAECDAADEBCDA"
"20190725","黃儒資",75,"mean","BCCDEEDEDECBEEDBACDB"
"20190726","柏邱潔",87.5,"front","BCCDEEDEABCDEAEAACDB"
"20190727","沂柏翁",68.75,"mean","BCCDEDEEABCBEEDACCAB"
"20190728","邱葉信",68.75,"mean","BCBDEEEAABCDECDDACDB"
"20190729","李林恩",70,"mean","BBCDE*DEABCDEECBACAB"
"20190730","黃哲智",43.75,"rear","ACCCEEDEDADDEACEABDB"
"20190731","林奕帆",81.25,"front","BBCDBEDEABCDEEDAACDD"
"20190732","涵徐帆",43.75,"rear","BBDBEEDEDBDDEECDBCDA"
"20190733","皇鄭奕",31.25,"bottom","BCDDAADEADCDDBADAEAC"
"20190734","瑞許和",37.5,"rear","BCDDEBBEEBCDAEABADCD"
"20190735","林皇莊",27.5,"bottom","*CCAC*DEE**DBE*CA*C*"
"20190736","吳柏傑",75,"mean","BCCDEEEEABCDEEDEACBD"
"20190737","徐盈湛",100,"top","BCCDEEDEABCDEEDAACDB"
